day,year,mo,da,date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,num_offences
3,2017,08,02,2017-08-02,76.7,63.0,1015.9,9.9,5.9,13.0,999.9,87.1,66.0,0.92,999.9,0,774
4,2017,08,03,2017-08-03,74.7,66.6,1014.6,9.6,7.4,28.0,39.0,87.1,66.0,0.0,999.9,0,849
5,2017,08,04,2017-08-04,63.1,54.0,1010.8,9.8,13.3,17.1,25.1,84.0,55.9,0.88,999.9,0,924
6,2017,08,05,2017-08-05,67.7,53.3,1016.1,10.0,7.4,15.9,999.9,80.1,55.9,0.0,999.9,0,928
7,2017,08,06,2017-08-06,70.7,56.7,1016.3,10.0,3.7,9.9,999.9,80.1,60.1,0.0,999.9,0,865
1,2017,08,07,2017-08-07,69.5,57.0,1016.8,10.0,6.6,14.0,999.9,77.0,63.0,0.0,999.9,0,773
2,2017,08,08,2017-08-08,70.2,50.4,1020.6,10.0,4.9,8.0,999.9,84.0,57.9,0.0,999.9,0,768
3,2017,08,09,2017-08-09,72.9,55.9,1021.1,9.9,3.8,8.9,999.9,84.0,57.9,0.0,999.9,0,769
4,2017,08,10,2017-08-10,73.8,57.8,1018.0,10.0,7.4,15.9,20.0,84.0,61.0,0.0,999.9,0,790
5,2017,08,11,2017-08-11,71.3,61.0,1014.7,10.0,7.0,13.0,999.9,84.0,62.1,0.03,999.9,0,765
6,2017,08,12,2017-08-12,68.4,56.4,1017.0,10.0,7.8,13.0,17.1,78.1,60.1,0.0,999.9,0,813
7,2017,08,13,2017-08-13,68.8,53.3,1017.6,10.0,3.4,8.9,999.9,80.1,57.0,0.0,999.9,0,730
1,2017,08,14,2017-08-14,72.4,56.9,1012.6,10.0,3.8,12.0,999.9,82.9,57.0,0.0,999.9,0,815
2,2017,08,15,2017-08-15,75.4,63.8,1011.1,9.9,5.8,15.0,999.9,84.0,62.1,0.0,999.9,0,795
3,2017,08,16,2017-08-16,75.0,64.2,1014.5,9.5,7.0,15.9,22.9,88.0,66.9,0.0,999.9,0,795
4,2017,08,17,2017-08-17,77.3,68.8,1007.8,9.4,12.0,20.0,26.0,88.0,66.9,0.17,999.9,0,768
5,2017,08,18,2017-08-18,74.2,61.3,1009.1,10.0,10.7,17.1,25.1,82.0,66.9,0.02,999.9,0,859
6,2017,08,19,2017-08-19,74.2,58.0,1012.7,10.0,5.2,9.9,999.9,86.0,63.0,0.0,999.9,0,892
7,2017,08,20,2017-08-20,75.1,59.5,1015.5,9.8,4.5,8.0,999.9,90.0,63.0,0.0,999.9,0,776
1,2017,08,21,2017-08-21,78.1,68.7,1016.3,10.0,6.8,14.0,15.9,90.0,63.0,0.03,999.9,0,754
2,2017,08,22,2017-08-22,75.9,63.6,1012.0,10.0,11.5,18.1,22.9,87.1,71.1,0.02,999.9,0,780
3,2017,08,23,2017-08-23,69.6,49.6,1015.9,10.0,9.4,13.0,18.1,82.0,60.1,0.0,999.9,0,747
4,2017,08,24,2017-08-24,66.7,53.2,1017.9,10.0,7.0,13.0,18.1,79.0,60.1,0.0,999.9,0,801
5,2017,08,25,2017-08-25,63.6,47.9,1022.8,10.0,4.7,8.9,999.9,75.0,52.0,0.0,999.9,0,772
6,2017,08,26,2017-08-26,66.9,50.2,1024.0,10.0,5.6,14.0,19.0,78.1,52.0,0.0,999.9,0,779
7,2017,08,27,2017-08-27,68.4,54.8,1020.2,10.0,7.6,11.1,999.9,78.1,55.9,0.0,999.9,0,756
1,2017,08,28,2017-08-28,69.8,60.1,1016.3,9.0,6.0,13.0,18.1,80.1,62.1,0.21,999.9,0,688
2,2017,08,29,2017-08-29,67.7,62.2,1016.8,8.2,4.5,12.0,999.9,80.1,61.0,0.16,999.9,0,724
3,2017,08,30,2017-08-30,70.3,58.5,1017.4,9.5,4.5,11.1,999.9,82.0,60.1,0.07,999.9,0,788
4,2017,08,31,2017-08-31,69.3,56.8,1019.5,9.8,10.3,17.1,22.9,82.0,60.1,0.0,999.9,0,736
5,2017,09,01,2017-09-01,64.2,49.1,1021.1,9.8,11.4,18.1,22.0,73.0,57.9,0.0,999.9,0,920
6,2017,09,02,2017-09-02,62.3,46.0,1017.8,10.0,4.2,8.9,999.9,75.0,50.0,0.0,999.9,0,772
7,2017,09,03,2017-09-03,68.1,54.6,1014.7,9.4,6.0,15.9,20.0,84.0,50.0,0.25,999.9,0,757
1,2017,09,04,2017-09-04,73.3,56.8,1009.2,9.7,10.6,15.9,22.9,84.0,57.0,0.0,999.9,0,716
2,2017,09,05,2017-09-05,63.2,48.4,1010.6,10.0,10.8,15.0,21.0,82.0,54.0,0.0,999.9,0,705
3,2017,09,06,2017-09-06,57.8,43.9,1015.0,10.0,9.4,13.0,19.0,70.0,48.9,0.0,999.9,0,648
4,2017,09,07,2017-09-07,59.8,45.3,1016.8,10.0,8.2,14.0,21.0,71.1,48.9,0.0,999.9,0,728
5,2017,09,08,2017-09-08,62.4,49.1,1020.7,10.0,5.6,13.0,999.9,71.1,52.0,0.0,999.9,0,702
6,2017,09,09,2017-09-09,63.5,47.7,1027.8,10.0,7.7,14.0,22.0,72.0,55.9,0.0,999.9,0,736
7,2017,09,10,2017-09-10,60.8,45.7,1029.5,10.0,5.7,11.1,999.9,72.0,50.0,0.0,999.9,0,739
1,2017,09,11,2017-09-11,62.2,47.9,1025.2,9.9,3.7,8.0,999.9,75.0,50.0,0.0,999.9,0,691
2,2017,09,12,2017-09-12,65.0,51.8,1016.9,10.0,6.0,9.9,19.0,77.0,52.0,0.0,999.9,0,726
3,2017,09,13,2017-09-13,65.8,57.5,1008.8,9.7,5.2,8.9,999.9,77.0,54.0,0.0,999.9,0,706
4,2017,09,14,2017-09-14,68.4,60.5,1010.2,6.7,3.6,8.0,999.9,81.0,57.9,0.0,999.9,1,734
5,2017,09,15,2017-09-15,73.4,59.4,1014.6,10.0,7.7,13.0,17.1,87.1,59.0,0.0,999.9,0,808
6,2017,09,16,2017-09-16,76.9,60.3,1017.0,10.0,7.8,12.0,17.1,88.0,62.1,0.0,999.9,0,826
7,2017,09,17,2017-09-17,76.6,61.8,1016.4,9.9,6.6,11.1,999.9,88.0,64.9,0.0,999.9,0,812
1,2017,09,18,2017-09-18,67.7,54.3,1018.5,10.0,6.3,11.1,999.9,86.0,57.9,0.0,999.9,0,772
2,2017,09,19,2017-09-19,69.9,62.1,1014.0,9.4,6.2,11.1,999.9,79.0,57.9,0.07,999.9,0,708
3,2017,09,20,2017-09-20,74.8,63.9,1011.9,8.3,8.3,20.0,22.9,91.9,62.1,0.0,999.9,0,827
4,2017,09,21,2017-09-21,83.4,65.4,1013.7,10.0,6.0,11.1,999.9,93.9,62.1,0.0,999.9,0,807
5,2017,09,22,2017-09-22,83.7,66.4,1016.3,10.0,6.0,11.1,15.9,93.9,71.1,0.0,999.9,0,798
6,2017,09,23,2017-09-23,82.7,64.7,1016.9,10.0,5.1,11.1,999.9,95.0,71.1,0.0,999.9,0,830
7,2017,09,24,2017-09-24,81.1,62.8,1017.2,9.7,5.6,11.1,18.1,95.0,70.0,0.0,999.9,0,811
1,2017,09,25,2017-09-25,79.4,58.2,1014.8,10.0,5.4,13.0,999.9,93.0,66.9,0.0,999.9,0,821
2,2017,09,26,2017-09-26,80.0,58.5,1012.8,10.0,6.8,17.1,18.1,91.9,66.9,0.0,999.9,0,749
3,2017,09,27,2017-09-27,69.9,53.9,1017.0,10.0,10.2,15.0,18.1,91.9,63.0,0.0,999.9,0,726
4,2017,09,28,2017-09-28,62.0,43.5,1021.4,10.0,7.6,13.0,999.9,73.9,53.1,0.0,999.9,0,717
5,2017,09,29,2017-09-29,64.1,45.3,1021.0,10.0,8.7,14.0,20.0,73.9,60.1,0.0,999.9,0,810
6,2017,09,30,2017-09-30,61.1,43.7,1028.3,10.0,7.1,9.9,999.9,70.0,55.9,0.0,999.9,0,746
7,2017,10,01,2017-10-01,59.1,40.5,1024.5,10.0,7.5,12.0,999.9,72.0,48.0,0.0,999.9,0,852
1,2017,10,02,2017-10-02,69.3,47.2,1020.0,10.0,10.0,15.0,22.0,82.9,48.0,0.0,999.9,0,752
2,2017,10,03,2017-10-03,72.8,57.1,1022.5,10.0,13.1,18.1,22.9,82.9,57.9,0.0,999.9,0,738
3,2017,10,04,2017-10-04,71.4,61.0,1024.2,9.5,8.9,15.0,21.0,78.1,64.9,0.0,999.9,0,742
4,2017,10,05,2017-10-05,64.6,47.9,1022.1,10.0,4.0,8.9,999.9,77.0,54.0,0.03,999.9,0,747
5,2017,10,06,2017-10-06,64.2,59.0,1015.8,6.3,6.0,11.1,999.9,77.0,54.0,0.2,999.9,0,748
6,2017,10,07,2017-10-07,69.5,61.1,1004.6,9.1,13.9,21.0,31.1,79.0,60.1,0.13,999.9,0,712
7,2017,10,08,2017-10-08,64.6,53.3,1006.8,10.0,9.2,19.0,31.1,79.0,54.0,0.41,999.9,0,718
1,2017,10,09,2017-10-09,66.1,51.6,1010.0,10.0,3.6,12.0,999.9,81.0,52.0,0.0,999.9,0,746
2,2017,10,10,2017-10-10,61.6,54.1,1018.7,9.7,10.9,17.1,26.0,64.9,57.9,0.0,999.9,0,703
3,2017,10,11,2017-10-11,58.8,55.8,1016.2,6.5,12.4,15.9,28.9,63.0,57.0,1.37,999.9,0,617
4,2017,10,12,2017-10-12,57.8,53.1,1021.0,9.1,6.8,12.0,999.9,62.1,55.9,0.2,999.9,0,765
5,2017,10,13,2017-10-13,61.4,54.1,1019.5,9.5,6.0,11.1,999.9,73.0,55.0,0.0,999.9,0,769
6,2017,10,14,2017-10-14,63.6,59.5,1017.6,6.0,6.8,14.0,999.9,73.0,55.0,1.09,999.9,0,647
7,2017,10,15,2017-10-15,60.2,53.7,1012.5,8.3,14.2,33.0,39.0,68.0,51.8,3.3,999.9,0,639
1,2017,10,16,2017-10-16,51.7,39.0,1024.8,10.0,7.3,12.0,999.9,68.0,43.0,0.2,999.9,0,763
2,2017,10,17,2017-10-17,57.0,38.8,1022.0,10.0,9.3,17.1,24.1,70.0,43.0,0.0,999.9,0,719
3,2017,10,18,2017-10-18,59.4,41.3,1019.8,10.0,10.3,18.1,24.1,71.1,46.9,0.0,999.9,0,774
4,2017,10,19,2017-10-19,61.4,37.0,1019.2,10.0,7.3,13.0,17.1,71.1,46.9,0.0,999.9,0,774
5,2017,10,20,2017-10-20,61.4,44.1,1020.3,10.0,6.2,14.0,19.0,78.1,51.1,0.0,999.9,0,849
6,2017,10,21,2017-10-21,67.5,51.0,1016.8,10.0,11.8,15.9,24.1,78.1,51.1,0.0,999.9,0,814
7,2017,10,22,2017-10-22,65.6,56.1,1014.4,8.6,13.9,22.9,31.1,72.0,51.8,0.0,999.9,0,739
1,2017,10,23,2017-10-23,52.3,49.0,1011.0,8.3,7.4,11.1,999.9,54.0,51.1,0.88,999.9,0,740
2,2017,10,24,2017-10-24,48.4,43.6,1003.1,9.0,10.6,17.1,24.1,54.0,46.0,0.52,999.9,0,689
3,2017,10,25,2017-10-25,44.1,32.5,1008.2,10.0,7.3,11.1,999.9,53.1,37.9,0.57,999.9,0,714
4,2017,10,26,2017-10-26,46.5,36.4,1009.2,10.0,7.4,18.1,22.0,60.1,36.0,0.0,999.9,0,755
5,2017,10,27,2017-10-27,45.0,32.9,1006.5,10.0,13.1,19.0,28.9,60.1,36.0,0.0,999.9,0,819
6,2017,10,28,2017-10-28,38.5,29.9,1011.0,9.7,10.9,15.9,21.0,53.1,36.0,0.0,999.9,0,717
7,2017,10,29,2017-10-29,39.9,26.6,1012.1,10.0,6.8,9.9,999.9,46.0,33.1,0.0,999.9,0,696
1,2017,10,30,2017-10-30,44.8,29.6,1006.2,10.0,11.7,24.1,33.0,50.0,34.0,0.0,999.9,0,708
2,2017,10,31,2017-10-31,37.8,21.9,1017.2,10.0,12.6,19.0,28.9,50.0,34.0,0.0,999.9,0,758
3,2017,11,01,2017-11-01,38.7,28.6,1016.9,9.7,7.6,12.0,999.9,44.1,34.0,0.0,999.9,0,825
4,2017,11,02,2017-11-02,46.6,43.8,1012.0,4.7,5.4,13.0,999.9,51.1,36.0,0.23,999.9,0,722
5,2017,11,03,2017-11-03,44.4,37.1,1023.6,9.7,8.3,12.0,999.9,51.1,37.9,0.02,999.9,0,789
6,2017,11,04,2017-11-04,45.7,39.9,1021.3,6.5,8.7,15.9,21.0,48.2,44.1,0.0,999.9,1,756
7,2017,11,05,2017-11-05,49.5,47.0,1009.7,3.3,4.5,9.9,999.9,52.0,42.1,0.48,999.9,1,773
1,2017,11,06,2017-11-06,41.0,30.6,1021.5,10.0,8.9,17.1,999.9,52.0,32.0,0.02,999.9,0,717
2,2017,11,07,2017-11-07,40.0,29.0,1026.1,10.0,8.9,15.9,18.1,45.0,33.1,0.0,999.9,0,678
3,2017,11,08,2017-11-08,36.6,25.5,1027.2,10.0,3.9,8.9,999.9,46.0,28.9,0.0,999.9,0,758
4,2017,11,09,2017-11-09,38.8,25.6,1021.4,10.0,9.0,18.1,25.1,46.0,29.1,0.0,999.9,0,656
5,2017,11,10,2017-11-10,24.0,9.5,1033.3,9.1,9.2,17.1,24.1,33.1,17.6,0.0,999.9,0,678
6,2017,11,11,2017-11-11,29.5,16.7,1030.6,9.9,8.6,13.0,999.9,36.0,18.0,0.0,999.9,0,688
7,2017,11,12,2017-11-12,37.6,29.7,1025.9,8.5,3.2,8.0,999.9,39.9,26.2,0.01,999.9,0,666
1,2017,11,13,2017-11-13,36.4,32.5,1030.7,4.6,5.3,8.0,999.9,39.9,30.9,0.12,999.9,0,718
2,2017,11,14,2017-11-14,38.9,32.5,1026.1,6.7,7.5,14.0,999.9,48.9,30.0,0.0,999.9,0,700
3,2017,11,15,2017-11-15,47.6,39.5,1013.3,8.1,12.0,17.1,22.9,52.0,30.2,0.02,999.9,0,709
4,2017,11,16,2017-11-16,36.2,26.8,1020.3,10.0,11.8,22.0,35.0,52.0,33.1,0.15,999.9,0,765
5,2017,11,17,2017-11-17,38.4,30.4,1020.2,9.6,10.5,17.1,22.9,45.0,33.1,0.0,999.9,0,741
6,2017,11,18,2017-11-18,42.8,39.5,1001.7,5.1,11.4,22.0,28.0,48.2,35.1,0.17,999.9,0,698
7,2017,11,19,2017-11-19,34.6,22.3,1013.9,10.0,13.7,22.0,25.1,48.0,30.0,0.51,999.9,0,690
1,2017,11,20,2017-11-20,38.1,24.8,1014.3,10.0,12.4,19.0,27.0,52.0,30.0,0.0,999.9,0,762
2,2017,11,21,2017-11-21,42.9,27.7,1008.0,10.0,15.6,21.0,34.0,52.0,30.2,0.0,999.9,0,673
3,2017,11,22,2017-11-22,28.7,14.7,1025.3,10.0,7.5,14.0,999.9,44.1,21.9,0.02,999.9,0,656
4,2017,11,23,2017-11-23,36.3,20.1,1018.6,10.0,7.8,11.1,18.1,46.0,23.0,0.0,999.9,0,543
5,2017,11,24,2017-11-24,44.0,29.9,1007.4,10.0,9.4,20.0,28.9,63.0,32.0,0.0,999.9,0,683
6,2017,11,25,2017-11-25,48.9,35.3,1008.0,10.0,11.9,19.0,26.0,63.0,32.0,0.0,999.9,0,714
7,2017,11,26,2017-11-26,37.5,24.2,1021.4,10.0,6.8,11.1,999.9,55.0,27.0,0.0,999.9,0,666
1,2017,11,27,2017-11-27,44.2,32.6,1017.1,10.0,3.9,8.9,999.9,55.9,27.1,0.0,999.9,0,774
2,2017,11,28,2017-11-28,55.3,34.6,1012.1,10.0,15.0,22.0,31.1,61.0,50.0,0.0,999.9,0,783
3,2017,11,29,2017-11-29,43.3,25.7,1024.1,10.0,6.9,8.9,999.9,61.0,34.0,0.0,999.9,0,771
4,2017,11,30,2017-11-30,46.3,28.8,1018.0,10.0,9.4,18.1,22.9,54.0,34.0,0.0,999.9,0,751
5,2017,12,01,2017-12-01,41.2,26.3,1022.8,10.0,4.6,8.0,999.9,54.0,28.0,0.0,999.9,0,918
6,2017,12,02,2017-12-02,42.1,28.4,1020.4,9.9,4.2,8.0,999.9,54.0,28.2,0.0,999.9,0,758
7,2017,12,03,2017-12-03,42.8,29.7,1021.0,10.0,3.6,9.9,999.9,57.9,28.9,0.0,999.9,0,676
1,2017,12,04,2017-12-04,55.4,39.9,1010.5,10.0,15.4,25.1,34.0,64.9,46.9,0.02,999.9,0,809
2,2017,12,05,2017-12-05,41.4,27.2,1008.2,9.7,21.4,28.9,42.9,64.9,30.0,0.14,999.9,0,711
3,2017,12,06,2017-12-06,30.6,12.9,1015.3,10.0,12.5,19.0,26.0,44.1,27.0,0.0,999.9,0,711
4,2017,12,07,2017-12-07,25.1,12.7,1020.1,9.6,11.5,15.0,19.0,35.1,19.0,0.0,999.9,0,625
5,2017,12,08,2017-12-08,24.7,9.0,1017.0,10.0,9.9,15.9,20.0,37.0,18.0,0.0,999.9,0,735
6,2017,12,09,2017-12-09,29.8,19.5,1011.3,7.3,12.8,21.0,28.0,37.0,18.0,0.04,1.2,0,659
7,2017,12,10,2017-12-10,25.9,15.4,1015.9,10.0,9.4,14.0,20.0,35.1,19.9,0.03,1.2,0,664
1,2017,12,11,2017-12-11,30.6,20.8,1013.2,9.8,6.3,11.1,999.9,39.0,19.9,0.0,1.2,0,740
2,2017,12,12,2017-12-12,24.1,13.6,1016.2,9.3,14.3,20.0,29.9,39.0,17.1,0.09,1.2,0,684
3,2017,12,13,2017-12-13,26.5,14.9,1006.5,9.7,9.9,24.1,34.0,37.9,18.0,0.0,1.2,0,700
4,2017,12,14,2017-12-14,24.1,13.0,1014.0,9.8,11.5,24.1,33.0,37.9,16.0,0.0,1.2,0,718
5,2017,12,15,2017-12-15,25.7,15.1,1015.3,9.9,8.2,17.1,27.0,34.0,17.1,0.0,999.9,0,768
6,2017,12,16,2017-12-16,38.1,23.3,1012.3,10.0,8.1,14.0,21.0,46.0,21.0,0.0,999.9,0,772
7,2017,12,17,2017-12-17,35.5,30.9,1017.4,6.6,4.1,8.0,999.9,46.0,27.0,0.0,999.9,0,729
1,2017,12,18,2017-12-18,42.4,35.2,1013.8,7.8,7.7,12.0,22.9,46.0,29.1,0.0,999.9,0,727
2,2017,12,19,2017-12-19,43.4,32.3,1012.1,10.0,10.9,15.9,22.9,50.0,39.0,0.01,999.9,0,764
3,2017,12,20,2017-12-20,34.0,17.3,1019.8,10.0,8.7,13.0,999.9,50.0,27.0,0.0,999.9,0,704
4,2017,12,21,2017-12-21,34.9,24.2,1017.5,10.0,7.0,11.1,999.9,39.9,27.0,0.0,999.9,0,747
5,2017,12,22,2017-12-22,37.8,29.6,1015.1,8.7,6.2,9.9,999.9,39.9,32.0,0.0,999.9,0,784
6,2017,12,23,2017-12-23,30.6,21.0,1019.3,9.2,9.1,12.0,999.9,39.0,24.1,0.0,999.9,0,714
7,2017,12,24,2017-12-24,21.1,12.4,1023.0,6.7,6.3,12.0,19.0,33.1,19.0,0.0,2.0,1,504
1,2017,12,25,2017-12-25,16.0,7.1,1022.5,9.0,11.5,15.9,22.9,21.9,10.0,0.19,1.2,0,394
2,2017,12,26,2017-12-26,2.5,-8.6,1034.2,10.0,9.1,12.0,999.9,21.0,-2.9,0.01,1.2,0,526
3,2017,12,27,2017-12-27,1.1,-9.2,1040.4,10.0,7.8,9.9,999.9,7.0,-4.0,0.0,1.2,0,523
4,2017,12,28,2017-12-28,6.2,-2.9,1039.2,8.8,5.2,13.0,999.9,15.1,-4.0,0.0,2.0,0,601
5,2017,12,29,2017-12-29,12.2,5.9,1029.0,6.1,6.5,12.0,999.9,15.1,0.0,0.03,2.0,0,574
6,2017,12,30,2017-12-30,9.7,0.8,1026.1,8.0,10.7,20.0,24.1,15.8,3.0,0.08,2.0,0,621
7,2017,12,31,2017-12-31,0.4,-10.0,1032.3,10.0,7.1,8.0,999.9,1.9,-0.9,0.0,2.0,0,541
